record_id,date,city,area_type,road_type,vehicle_count,avg_speed_kmph,congestion_level,accidents_reported,weather
3693,2025-06-03 20:00:00,Hyderabad,Suburban,Ring Road,211,56,High,0,Cloudy
3694,2025-06-03 21:00:00,Chennai,Highway,Highway,1560,74,Severe,0,Fog
3695,2025-06-03 22:00:00,Bangalore,Urban,Street,230,51,Low,0,Clear
3696,2025-06-03 23:00:00,Hyderabad,Highway,Main Road,774,47,Severe,0,Clear
3697,2025-06-04 00:00:00,Hyderabad,Urban,Street,518,22,Severe,0,Fog
3698,2025-06-04 01:00:00,Mumbai,Suburban,Main Road,1859,53,Low,0,Fog
3699,2025-06-04 02:00:00,Delhi,Highway,Ring Road,70,33,Severe,0,Rain
3700,2025-06-04 03:00:00,Delhi,Urban,Highway,1348,39,Low,0,Clear
3701,2025-06-04 04:00:00,Mumbai,Suburban,Street,309,79,Medium,0,Fog
3702,2025-06-04 05:00:00,Mumbai,Suburban,Main Road,1406,47,Severe,0,Cloudy
3703,2025-06-04 06:00:00,Mumbai,Suburban,Ring Road,515,32,High,1,Clear
3704,2025-06-04 07:00:00,Delhi,Highway,Ring Road,1189,83,Severe,1,Fog
3705,2025-06-04 08:00:00,Mumbai,Highway,Main Road,1486,66,Low,0,Rain
3706,2025-06-04 09:00:00,Chennai,Suburban,Main Road,586,88,Low,0,Rain
3707,2025-06-04 10:00:00,Hyderabad,Highway,Main Road,1001,32,High,0,Clear
3708,2025-06-04 11:00:00,Hyderabad,Urban,Highway,1918,45,High,0,Cloudy
3709,2025-06-04 12:00:00,Bangalore,Suburban,Main Road,815,66,Low,1,Clear
3710,2025-06-04 13:00:00,Bangalore,Suburban,Main Road,1008,10,Medium,1,Fog
3711,2025-06-04 14:00:00,Hyderabad,Highway,Highway,1996,81,Medium,0,Cloudy
3712,2025-06-04 15:00:00,Chennai,Suburban,Ring Road,1796,12,Low,0,Fog
3713,2025-06-04 16:00:00,Delhi,Urban,Main Road,1890,23,Medium,0,Cloudy
3714,2025-06-04 17:00:00,Delhi,Highway,Street,1906,43,High,1,Cloudy
3715,2025-06-04 18:00:00,Chennai,Highway,Ring Road,983,79,Medium,1,Fog
3716,2025-06-04 19:00:00,Delhi,Suburban,Street,900,78,High,0,Clear
3717,2025-06-04 20:00:00,Mumbai,Suburban,Main Road,1330,60,Severe,2,Rain
3718,2025-06-04 21:00:00,Hyderabad,Suburban,Highway,1241,38,High,0,Cloudy
3719,2025-06-04 22:00:00,Hyderabad,Highway,Highway,1922,57,Severe,0,Cloudy
3720,2025-06-04 23:00:00,Chennai,Suburban,Highway,582,88,High,0,Rain
3721,2025-06-05 00:00:00,Delhi,Urban,Main Road,1671,88,High,0,Clear
3722,2025-06-05 01:00:00,Bangalore,Suburban,Main Road,64,25,Medium,0,Rain
3723,2025-06-05 02:00:00,Bangalore,Suburban,Street,99,66,High,0,Clear
3724,2025-06-05 03:00:00,Delhi,Highway,Highway,1048,19,Low,0,Cloudy
3725,2025-06-05 04:00:00,Bangalore,Suburban,Main Road,353,28,Severe,0,Cloudy
3726,2025-06-05 05:00:00,Chennai,Highway,Ring Road,1560,76,Severe,0,Fog
3727,2025-06-05 06:00:00,Chennai,Suburban,Main Road,465,45,High,1,Clear
3728,2025-06-05 07:00:00,Delhi,Urban,Main Road,354,13,Low,1,Rain
3729,2025-06-05 08:00:00,Bangalore,Urban,Ring Road,245,84,High,1,Clear
3730,2025-06-05 09:00:00,Chennai,Highway,Highway,1949,42,High,0,Clear
3731,2025-06-05 10:00:00,Chennai,Highway,Ring Road,862,37,Medium,0,Clear
3732,2025-06-05 11:00:00,Mumbai,Suburban,Highway,849,89,High,0,Clear
3733,2025-06-05 12:00:00,Mumbai,Suburban,Ring Road,437,18,High,0,Rain
3734,2025-06-05 13:00:00,Chennai,Urban,Street,806,84,Medium,1,Fog
3735,2025-06-05 14:00:00,Delhi,Suburban,Highway,1938,15,Medium,0,Cloudy
3736,2025-06-05 15:00:00,Hyderabad,Urban,Main Road,504,58,Low,0,Rain
3737,2025-06-05 16:00:00,Hyderabad,Highway,Street,762,85,Medium,0,Rain
3738,2025-06-05 17:00:00,Chennai,Suburban,Highway,754,31,Severe,0,Cloudy
3739,2025-06-05 18:00:00,Chennai,Highway,Highway,897,57,Severe,0,Fog
3740,2025-06-05 19:00:00,Chennai,Suburban,Highway,1731,30,Low,0,Rain
3741,2025-06-05 20:00:00,Delhi,Urban,Ring Road,1383,42,High,0,Cloudy
3742,2025-06-05 21:00:00,Mumbai,Highway,Highway,1200,65,Low,0,Fog
3743,2025-06-05 22:00:00,Chennai,Highway,Main Road,224,38,Medium,1,Fog
3744,2025-06-05 23:00:00,Chennai,Suburban,Highway,1207,62,High,1,Clear
3745,2025-06-06 00:00:00,Bangalore,Highway,Main Road,1139,49,Low,1,Rain
3746,2025-06-06 01:00:00,Delhi,Urban,Main Road,1466,83,Low,0,Fog
3747,2025-06-06 02:00:00,Chennai,Highway,Main Road,1438,27,Severe,1,Rain
3748,2025-06-06 03:00:00,Bangalore,Highway,Street,328,56,Low,0,Cloudy
3749,2025-06-06 04:00:00,Hyderabad,Suburban,Main Road,807,22,High,0,Rain
3750,2025-06-06 05:00:00,Chennai,Highway,Ring Road,412,36,Low,0,Fog
3751,2025-06-06 06:00:00,Chennai,Suburban,Highway,1822,71,Low,0,Cloudy
3752,2025-06-06 07:00:00,Bangalore,Suburban,Ring Road,220,83,Medium,0,Cloudy
3753,2025-06-06 08:00:00,Delhi,Highway,Street,1124,54,Low,0,Clear
3754,2025-06-06 09:00:00,Chennai,Urban,Highway,1401,12,High,2,Cloudy
3755,2025-06-06 10:00:00,Hyderabad,Suburban,Main Road,1944,31,Severe,3,Fog
3756,2025-06-06 11:00:00,Chennai,Highway,Highway,714,36,Severe,0,Clear
3757,2025-06-06 12:00:00,Hyderabad,Suburban,Street,641,64,Severe,0,Fog
3758,2025-06-06 13:00:00,Mumbai,Urban,Street,980,76,Severe,0,Fog
3759,2025-06-06 14:00:00,Mumbai,Urban,Ring Road,1218,42,Medium,1,Clear
3760,2025-06-06 15:00:00,Hyderabad,Suburban,Highway,323,11,High,0,Clear
3761,2025-06-06 16:00:00,Delhi,Urban,Highway,1228,84,Medium,0,Rain
3762,2025-06-06 17:00:00,Chennai,Highway,Highway,1984,55,Severe,0,Fog
3763,2025-06-06 18:00:00,Chennai,Highway,Ring Road,557,83,Medium,0,Rain
3764,2025-06-06 19:00:00,Mumbai,Suburban,Street,1922,42,Low,0,Cloudy
3765,2025-06-06 20:00:00,Hyderabad,Urban,Main Road,412,67,High,0,Cloudy
3766,2025-06-06 21:00:00,Chennai,Highway,Highway,1398,16,Low,0,Rain
3767,2025-06-06 22:00:00,Chennai,Highway,Ring Road,897,24,Medium,0,Clear
3768,2025-06-06 23:00:00,Delhi,Highway,Ring Road,704,35,Low,1,Cloudy
3769,2025-06-07 00:00:00,Bangalore,Suburban,Main Road,347,20,Medium,0,Clear
3770,2025-06-07 01:00:00,Mumbai,Suburban,Street,543,47,Medium,0,Rain
3771,2025-06-07 02:00:00,Mumbai,Highway,Highway,595,36,High,1,Clear
3772,2025-06-07 03:00:00,Bangalore,Highway,Highway,353,16,High,0,Fog
3773,2025-06-07 04:00:00,Chennai,Urban,Ring Road,1540,10,High,0,Cloudy
3774,2025-06-07 05:00:00,Delhi,Urban,Street,953,83,Severe,1,Clear
3775,2025-06-07 06:00:00,Delhi,Urban,Highway,288,30,High,0,Clear
3776,2025-06-07 07:00:00,Mumbai,Suburban,Main Road,699,88,Low,0,Fog
3777,2025-06-07 08:00:00,Delhi,Highway,Street,1839,39,High,0,Clear
3778,2025-06-07 09:00:00,Bangalore,Suburban,Street,1590,17,High,0,Rain
3779,2025-06-07 10:00:00,Chennai,Highway,Ring Road,933,12,High,0,Rain
3780,2025-06-07 11:00:00,Bangalore,Urban,Ring Road,1249,64,Medium,0,Rain
3781,2025-06-07 12:00:00,Hyderabad,Urban,Highway,1958,24,Medium,1,Cloudy
3782,2025-06-07 13:00:00,Mumbai,Urban,Ring Road,459,45,High,0,Clear
3783,2025-06-07 14:00:00,Delhi,Urban,Street,775,15,Medium,0,Cloudy
3784,2025-06-07 15:00:00,Hyderabad,Highway,Highway,1437,51,Medium,0,Cloudy
3785,2025-06-07 16:00:00,Delhi,Urban,Highway,1096,59,Severe,0,Clear
3786,2025-06-07 17:00:00,Chennai,Highway,Street,367,27,Low,0,Clear
3787,2025-06-07 18:00:00,Chennai,Highway,Highway,574,59,Medium,0,Rain
3788,2025-06-07 19:00:00,Chennai,Suburban,Main Road,954,39,Low,0,Cloudy
3789,2025-06-07 20:00:00,Delhi,Urban,Main Road,1826,86,Medium,0,Cloudy
3790,2025-06-07 21:00:00,Hyderabad,Urban,Highway,1349,48,High,1,Clear
3791,2025-06-07 22:00:00,Chennai,Suburban,Ring Road,1073,21,Medium,0,Cloudy
3792,2025-06-07 23:00:00,Hyderabad,Highway,Main Road,1677,68,Medium,0,Fog
3793,2025-06-08 00:00:00,Delhi,Urban,Highway,669,85,Low,0,Clear
3794,2025-06-08 01:00:00,Hyderabad,Highway,Main Road,1002,53,High,0,Rain
3795,2025-06-08 02:00:00,Delhi,Suburban,Ring Road,1302,13,Severe,0,Fog
3796,2025-06-08 03:00:00,Delhi,Highway,Street,1737,45,Low,0,Fog
3797,2025-06-08 04:00:00,Mumbai,Urban,Highway,1181,57,High,0,Rain
3798,2025-06-08 05:00:00,Delhi,Highway,Highway,850,23,High,0,Fog
3799,2025-06-08 06:00:00,Delhi,Highway,Highway,965,58,Low,0,Fog
3800,2025-06-08 07:00:00,Bangalore,Urban,Highway,1249,76,Medium,0,Fog
3801,2025-06-08 08:00:00,Chennai,Urban,Highway,369,86,High,0,Cloudy
3802,2025-06-08 09:00:00,Mumbai,Highway,Highway,1359,18,Severe,0,Fog
3803,2025-06-08 10:00:00,Mumbai,Highway,Ring Road,925,30,Medium,0,Fog
3804,2025-06-08 11:00:00,Mumbai,Suburban,Street,378,81,Low,0,Clear
3805,2025-06-08 12:00:00,Bangalore,Urban,Ring Road,1950,25,Low,0,Rain
3806,2025-06-08 13:00:00,Delhi,Highway,Ring Road,802,25,Low,0,Cloudy
3807,2025-06-08 14:00:00,Chennai,Urban,Street,706,37,Low,0,Cloudy
3808,2025-06-08 15:00:00,Hyderabad,Suburban,Ring Road,1429,60,Severe,1,Rain
3809,2025-06-08 16:00:00,Delhi,Highway,Main Road,1087,65,Severe,0,Cloudy
3810,2025-06-08 17:00:00,Bangalore,Highway,Ring Road,1348,89,High,0,Cloudy
3811,2025-06-08 18:00:00,Delhi,Highway,Highway,120,66,Severe,1,Cloudy
3812,2025-06-08 19:00:00,Delhi,Urban,Main Road,876,61,Low,0,Clear
3813,2025-06-08 20:00:00,Bangalore,Suburban,Main Road,1268,55,Severe,1,Clear
3814,2025-06-08 21:00:00,Mumbai,Urban,Street,914,87,Medium,0,Cloudy
3815,2025-06-08 22:00:00,Mumbai,Highway,Ring Road,1885,47,Medium,0,Rain
3816,2025-06-08 23:00:00,Chennai,Suburban,Ring Road,977,57,High,0,Rain
3817,2025-06-09 00:00:00,Chennai,Highway,Main Road,1952,50,Low,0,Clear
3818,2025-06-09 01:00:00,Mumbai,Highway,Ring Road,1596,68,Severe,0,Clear
3819,2025-06-09 02:00:00,Hyderabad,Urban,Ring Road,155,76,High,0,Fog
3820,2025-06-09 03:00:00,Delhi,Highway,Street,819,83,High,0,Clear
3821,2025-06-09 04:00:00,Hyderabad,Suburban,Main Road,942,75,Severe,0,Cloudy
3822,2025-06-09 05:00:00,Delhi,Highway,Highway,245,36,High,0,Clear
3823,2025-06-09 06:00:00,Mumbai,Highway,Main Road,194,41,Low,0,Fog
3824,2025-06-09 07:00:00,Chennai,Urban,Street,1805,65,Severe,0,Fog
3825,2025-06-09 08:00:00,Chennai,Suburban,Street,1423,19,Medium,0,Rain
3826,2025-06-09 09:00:00,Hyderabad,Urban,Street,1497,49,Medium,0,Rain
3827,2025-06-09 10:00:00,Chennai,Highway,Ring Road,520,26,Severe,0,Cloudy
3828,2025-06-09 11:00:00,Mumbai,Urban,Main Road,1759,67,High,0,Clear
3829,2025-06-09 12:00:00,Hyderabad,Urban,Ring Road,265,15,High,0,Fog
3830,2025-06-09 13:00:00,Delhi,Urban,Ring Road,1166,48,Medium,0,Fog
3831,2025-06-09 14:00:00,Chennai,Urban,Main Road,309,27,Medium,0,Rain
3832,2025-06-09 15:00:00,Bangalore,Highway,Street,983,82,Low,0,Rain
3833,2025-06-09 16:00:00,Chennai,Highway,Highway,624,81,High,0,Clear
3834,2025-06-09 17:00:00,Delhi,Suburban,Highway,1614,51,Low,0,Fog
3835,2025-06-09 18:00:00,Hyderabad,Urban,Main Road,1860,13,Medium,0,Rain
3836,2025-06-09 19:00:00,Delhi,Urban,Main Road,1932,29,Medium,1,Clear
3837,2025-06-09 20:00:00,Bangalore,Suburban,Street,334,37,Medium,2,Clear
3838,2025-06-09 21:00:00,Mumbai,Urban,Main Road,533,49,Medium,1,Clear
3839,2025-06-09 22:00:00,Chennai,Suburban,Main Road,421,74,Low,1,Rain
3840,2025-06-09 23:00:00,Hyderabad,Highway,Street,119,53,Medium,0,Rain
3841,2025-06-10 00:00:00,Mumbai,Suburban,Street,428,32,Severe,0,Rain
3842,2025-06-10 01:00:00,Delhi,Urban,Ring Road,1352,66,High,0,Cloudy
3843,2025-06-10 02:00:00,Hyderabad,Suburban,Main Road,1816,56,Medium,0,Cloudy
3844,2025-06-10 03:00:00,Mumbai,Highway,Highway,351,22,High,0,Cloudy
3845,2025-06-10 04:00:00,Hyderabad,Urban,Main Road,304,25,Medium,1,Rain
3846,2025-06-10 05:00:00,Bangalore,Highway,Highway,1757,64,Low,0,Rain
3847,2025-06-10 06:00:00,Bangalore,Highway,Highway,993,74,High,0,Cloudy
3848,2025-06-10 07:00:00,Chennai,Suburban,Highway,741,25,Low,0,Fog
3849,2025-06-10 08:00:00,Chennai,Highway,Ring Road,1337,46,Medium,0,Fog
3850,2025-06-10 09:00:00,Bangalore,Urban,Street,1768,61,Severe,0,Fog
3851,2025-06-10 10:00:00,Hyderabad,Highway,Street,883,19,Severe,1,Fog
3852,2025-06-10 11:00:00,Bangalore,Highway,Ring Road,766,47,Severe,0,Cloudy
3853,2025-06-10 12:00:00,Chennai,Suburban,Street,473,53,Severe,0,Clear
3854,2025-06-10 13:00:00,Bangalore,Highway,Ring Road,1834,83,Severe,0,Clear
3855,2025-06-10 14:00:00,Bangalore,Suburban,Main Road,262,63,Low,0,Fog
3856,2025-06-10 15:00:00,Hyderabad,Suburban,Ring Road,1744,60,Severe,0,Rain
3857,2025-06-10 16:00:00,Mumbai,Urban,Street,149,61,Medium,0,Fog
3858,2025-06-10 17:00:00,Chennai,Urban,Street,1902,79,Low,0,Fog
3859,2025-06-10 18:00:00,Hyderabad,Urban,Main Road,1185,68,Low,0,Clear
3860,2025-06-10 19:00:00,Bangalore,Urban,Ring Road,357,22,Severe,1,Rain
3861,2025-06-10 20:00:00,Bangalore,Suburban,Main Road,727,50,High,0,Clear
3862,2025-06-10 21:00:00,Mumbai,Highway,Highway,524,21,Medium,0,Rain
3863,2025-06-10 22:00:00,Chennai,Urban,Ring Road,1621,59,Low,0,Cloudy
3864,2025-06-10 23:00:00,Chennai,Urban,Main Road,161,66,Medium,1,Clear
3865,2025-06-11 00:00:00,Delhi,Urban,Main Road,1160,59,High,0,Cloudy
3866,2025-06-11 01:00:00,Chennai,Highway,Street,232,66,Low,0,Cloudy
3867,2025-06-11 02:00:00,Mumbai,Urban,Ring Road,646,63,Medium,0,Fog
3868,2025-06-11 03:00:00,Delhi,Highway,Highway,1854,75,Severe,1,Rain
3869,2025-06-11 04:00:00,Delhi,Suburban,Highway,214,17,Low,0,Clear
3870,2025-06-11 05:00:00,Bangalore,Suburban,Ring Road,864,72,Low,0,Fog
3871,2025-06-11 06:00:00,Bangalore,Suburban,Ring Road,139,18,Low,0,Clear
3872,2025-06-11 07:00:00,Chennai,Highway,Main Road,504,69,Low,0,Cloudy
3873,2025-06-11 08:00:00,Delhi,Urban,Street,287,72,Severe,0,Clear
3874,2025-06-11 09:00:00,Bangalore,Urban,Street,583,81,High,0,Clear
3875,2025-06-11 10:00:00,Mumbai,Urban,Street,1752,12,High,0,Fog
3876,2025-06-11 11:00:00,Bangalore,Urban,Ring Road,776,82,Medium,0,Rain
3877,2025-06-11 12:00:00,Bangalore,Urban,Street,107,22,Severe,0,Clear
3878,2025-06-11 13:00:00,Delhi,Highway,Main Road,591,18,Severe,1,Cloudy
3879,2025-06-11 14:00:00,Delhi,Suburban,Ring Road,1987,61,Medium,0,Cloudy
3880,2025-06-11 15:00:00,Hyderabad,Urban,Ring Road,1071,71,Severe,0,Fog
3881,2025-06-11 16:00:00,Mumbai,Suburban,Street,667,17,Severe,0,Cloudy
3882,2025-06-11 17:00:00,Delhi,Highway,Highway,451,54,Low,0,Clear
3883,2025-06-11 18:00:00,Chennai,Highway,Highway,1055,62,Low,0,Rain
3884,2025-06-11 19:00:00,Mumbai,Urban,Main Road,891,72,Low,1,Clear
3885,2025-06-11 20:00:00,Mumbai,Highway,Street,1752,66,Severe,0,Fog
3886,2025-06-11 21:00:00,Delhi,Suburban,Street,1935,63,Severe,0,Cloudy
3887,2025-06-11 22:00:00,Mumbai,Urban,Ring Road,1739,28,High,0,Clear
3888,2025-06-11 23:00:00,Delhi,Urban,Ring Road,888,76,Low,0,Clear
3889,2025-06-12 00:00:00,Bangalore,Suburban,Street,568,55,Medium,0,Cloudy
3890,2025-06-12 01:00:00,Hyderabad,Urban,Ring Road,246,19,Severe,0,Rain
3891,2025-06-12 02:00:00,Bangalore,Urban,Street,1906,27,Low,1,Rain
3892,2025-06-12 03:00:00,Delhi,Suburban,Main Road,95,21,High,0,Rain
3893,2025-06-12 04:00:00,Delhi,Urban,Ring Road,579,58,Low,1,Cloudy
3894,2025-06-12 05:00:00,Bangalore,Urban,Street,1470,32,High,0,Clear
3895,2025-06-12 06:00:00,Chennai,Suburban,Ring Road,1738,71,High,0,Fog
3896,2025-06-12 07:00:00,Chennai,Highway,Main Road,1049,20,Severe,1,Clear
3897,2025-06-12 08:00:00,Chennai,Suburban,Ring Road,825,82,High,0,Cloudy
3898,2025-06-12 09:00:00,Delhi,Urban,Street,123,65,High,0,Cloudy
3899,2025-06-12 10:00:00,Mumbai,Suburban,Ring Road,1489,64,Medium,1,Clear
3900,2025-06-12 11:00:00,Delhi,Urban,Ring Road,1730,34,High,0,Cloudy
3901,2025-06-12 12:00:00,Mumbai,Urban,Street,1687,18,Medium,2,Clear
3902,2025-06-12 13:00:00,Bangalore,Suburban,Highway,384,21,Medium,0,Clear
3903,2025-06-12 14:00:00,Hyderabad,Urban,Ring Road,1920,20,Low,0,Rain
3904,2025-06-12 15:00:00,Mumbai,Highway,Ring Road,682,47,Low,0,Cloudy
3905,2025-06-12 16:00:00,Chennai,Urban,Main Road,737,37,Severe,0,Cloudy
3906,2025-06-12 17:00:00,Delhi,Suburban,Highway,624,17,Severe,2,Rain
3907,2025-06-12 18:00:00,Bangalore,Highway,Main Road,345,83,Severe,0,Rain
3908,2025-06-12 19:00:00,Chennai,Highway,Street,1157,56,High,0,Rain
3909,2025-06-12 20:00:00,Bangalore,Urban,Street,1088,45,Low,0,Fog
3910,2025-06-12 21:00:00,Hyderabad,Suburban,Main Road,1940,59,High,0,Cloudy
3911,2025-06-12 22:00:00,Delhi,Urban,Ring Road,1207,18,Low,0,Clear
3912,2025-06-12 23:00:00,Delhi,Urban,Highway,527,69,High,0,Clear
3913,2025-06-13 00:00:00,Hyderabad,Suburban,Main Road,682,81,Severe,1,Clear
3914,2025-06-13 01:00:00,Delhi,Suburban,Main Road,368,76,Low,0,Cloudy
3915,2025-06-13 02:00:00,Mumbai,Urban,Street,1465,62,Low,1,Fog
3916,2025-06-13 03:00:00,Bangalore,Highway,Ring Road,528,26,Medium,0,Cloudy
3917,2025-06-13 04:00:00,Chennai,Urban,Highway,1713,62,Low,0,Cloudy
3918,2025-06-13 05:00:00,Hyderabad,Highway,Main Road,417,37,Low,1,Cloudy
3919,2025-06-13 06:00:00,Mumbai,Urban,Highway,416,72,High,1,Cloudy
3920,2025-06-13 07:00:00,Chennai,Suburban,Highway,1361,24,Severe,1,Cloudy
3921,2025-06-13 08:00:00,Chennai,Highway,Main Road,1886,28,Medium,0,Fog
3922,2025-06-13 09:00:00,Hyderabad,Suburban,Highway,427,79,High,1,Rain
3923,2025-06-13 10:00:00,Mumbai,Suburban,Street,1765,56,Low,2,Clear
3924,2025-06-13 11:00:00,Chennai,Suburban,Ring Road,512,80,High,0,Cloudy
3925,2025-06-13 12:00:00,Chennai,Suburban,Ring Road,1667,57,Severe,0,Cloudy
3926,2025-06-13 13:00:00,Mumbai,Suburban,Ring Road,62,82,Medium,0,Cloudy
3927,2025-06-13 14:00:00,Delhi,Urban,Street,585,29,High,0,Clear
3928,2025-06-13 15:00:00,Chennai,Highway,Street,1241,46,Low,1,Fog
3929,2025-06-13 16:00:00,Bangalore,Urban,Street,319,84,High,0,Clear
3930,2025-06-13 17:00:00,Mumbai,Urban,Ring Road,1143,11,Low,0,Fog
3931,2025-06-13 18:00:00,Chennai,Urban,Highway,1391,73,Medium,0,Rain
3932,2025-06-13 19:00:00,Hyderabad,Suburban,Street,425,45,Medium,1,Cloudy
3933,2025-06-13 20:00:00,Bangalore,Urban,Main Road,1162,14,High,0,Fog
3934,2025-06-13 21:00:00,Chennai,Highway,Street,1774,73,Medium,0,Clear
3935,2025-06-13 22:00:00,Bangalore,Urban,Main Road,306,16,Severe,0,Fog
3936,2025-06-13 23:00:00,Bangalore,Suburban,Ring Road,266,79,High,0,Fog
3937,2025-06-14 00:00:00,Delhi,Highway,Main Road,499,31,Low,0,Rain
3938,2025-06-14 01:00:00,Bangalore,Highway,Street,943,83,High,0,Cloudy
3939,2025-06-14 02:00:00,Delhi,Highway,Street,1617,55,Low,0,Cloudy
3940,2025-06-14 03:00:00,Mumbai,Highway,Highway,1214,49,Medium,0,Clear
3941,2025-06-14 04:00:00,Delhi,Urban,Ring Road,1234,70,Low,0,Clear
3942,2025-06-14 05:00:00,Hyderabad,Suburban,Main Road,81,55,Low,0,Rain
3943,2025-06-14 06:00:00,Chennai,Highway,Ring Road,1897,37,Low,0,Fog
3944,2025-06-14 07:00:00,Mumbai,Highway,Street,1225,44,Low,0,Fog
3945,2025-06-14 08:00:00,Mumbai,Suburban,Highway,1932,10,Severe,0,Clear
3946,2025-06-14 09:00:00,Hyderabad,Urban,Street,1333,38,Low,0,Cloudy
3947,2025-06-14 10:00:00,Delhi,Highway,Street,1801,18,High,1,Fog
3948,2025-06-14 11:00:00,Chennai,Urban,Street,1352,18,Severe,0,Rain
3949,2025-06-14 12:00:00,Delhi,Urban,Main Road,1358,31,Low,0,Clear
3950,2025-06-14 13:00:00,Bangalore,Urban,Street,659,72,Low,1,Fog
3951,2025-06-14 14:00:00,Delhi,Urban,Ring Road,966,75,Low,0,Cloudy
3952,2025-06-14 15:00:00,Mumbai,Highway,Ring Road,591,89,Severe,0,Cloudy
3953,2025-06-14 16:00:00,Chennai,Highway,Highway,1675,67,Low,1,Rain
3954,2025-06-14 17:00:00,Delhi,Urban,Ring Road,197,79,Low,1,Rain
3955,2025-06-14 18:00:00,Chennai,Urban,Street,705,64,Low,0,Clear
3956,2025-06-14 19:00:00,Chennai,Suburban,Street,116,22,Medium,0,Clear
3957,2025-06-14 20:00:00,Bangalore,Suburban,Ring Road,1942,28,High,0,Cloudy
3958,2025-06-14 21:00:00,Bangalore,Suburban,Highway,619,88,Low,2,Cloudy
3959,2025-06-14 22:00:00,Mumbai,Highway,Highway,1866,42,High,0,Fog
3960,2025-06-14 23:00:00,Hyderabad,Suburban,Ring Road,1352,83,Medium,1,Fog
3961,2025-06-15 00:00:00,Chennai,Highway,Main Road,797,74,Medium,0,Fog
3962,2025-06-15 01:00:00,Hyderabad,Highway,Main Road,492,69,Low,0,Rain
3963,2025-06-15 02:00:00,Mumbai,Highway,Main Road,946,21,High,0,Rain
3964,2025-06-15 03:00:00,Chennai,Highway,Main Road,1938,52,Severe,1,Fog
3965,2025-06-15 04:00:00,Chennai,Suburban,Ring Road,448,26,Low,0,Cloudy
3966,2025-06-15 05:00:00,Hyderabad,Urban,Highway,1201,77,Severe,1,Clear
3967,2025-06-15 06:00:00,Delhi,Urban,Street,1410,38,Medium,0,Rain
3968,2025-06-15 07:00:00,Bangalore,Urban,Street,531,64,Medium,1,Rain
3969,2025-06-15 08:00:00,Delhi,Suburban,Ring Road,1794,16,High,0,Fog
3970,2025-06-15 09:00:00,Hyderabad,Urban,Street,997,53,Severe,0,Clear
3971,2025-06-15 10:00:00,Bangalore,Suburban,Main Road,235,86,Severe,0,Rain
3972,2025-06-15 11:00:00,Delhi,Suburban,Highway,218,14,Low,0,Clear
3973,2025-06-15 12:00:00,Bangalore,Suburban,Ring Road,1757,69,High,0,Rain
3974,2025-06-15 13:00:00,Chennai,Urban,Highway,1333,15,High,0,Clear
3975,2025-06-15 14:00:00,Delhi,Urban,Ring Road,1790,16,Severe,0,Clear
3976,2025-06-15 15:00:00,Bangalore,Urban,Ring Road,1720,55,Medium,0,Rain
3977,2025-06-15 16:00:00,Bangalore,Highway,Ring Road,1631,66,High,1,Clear
3978,2025-06-15 17:00:00,Bangalore,Suburban,Ring Road,556,63,Medium,0,Cloudy
3979,2025-06-15 18:00:00,Delhi,Highway,Highway,570,55,Low,1,Rain
3980,2025-06-15 19:00:00,Mumbai,Suburban,Street,1544,19,High,0,Rain
3981,2025-06-15 20:00:00,Delhi,Urban,Ring Road,210,13,High,0,Cloudy
3982,2025-06-15 21:00:00,Hyderabad,Suburban,Main Road,1362,76,Low,0,Clear
3983,2025-06-15 22:00:00,Delhi,Suburban,Ring Road,389,34,High,0,Cloudy
3984,2025-06-15 23:00:00,Bangalore,Highway,Highway,1973,87,Severe,2,Rain
3985,2025-06-16 00:00:00,Chennai,Suburban,Ring Road,1906,70,Severe,1,Cloudy
3986,2025-06-16 01:00:00,Delhi,Urban,Main Road,1575,47,Low,0,Clear
3987,2025-06-16 02:00:00,Delhi,Suburban,Highway,1179,41,Medium,0,Cloudy
3988,2025-06-16 03:00:00,Bangalore,Suburban,Ring Road,1875,32,Medium,0,Rain
3989,2025-06-16 04:00:00,Chennai,Suburban,Main Road,1548,46,High,0,Clear
3990,2025-06-16 05:00:00,Chennai,Highway,Highway,1926,12,Medium,1,Rain
3991,2025-06-16 06:00:00,Hyderabad,Suburban,Ring Road,1673,22,Medium,0,Rain
3992,2025-06-16 07:00:00,Delhi,Suburban,Main Road,1536,43,Low,0,Fog
3993,2025-06-16 08:00:00,Chennai,Highway,Highway,1556,74,Medium,0,Rain
3994,2025-06-16 09:00:00,Chennai,Highway,Ring Road,753,85,Medium,1,Rain
3995,2025-06-16 10:00:00,Mumbai,Highway,Highway,1226,17,Medium,0,Clear
3996,2025-06-16 11:00:00,Mumbai,Highway,Main Road,872,18,Severe,1,Clear
3997,2025-06-16 12:00:00,Chennai,Urban,Ring Road,1722,37,Severe,0,Clear
3998,2025-06-16 13:00:00,Hyderabad,Urban,Ring Road,834,87,Low,0,Cloudy
3999,2025-06-16 14:00:00,Chennai,Suburban,Ring Road,1222,27,High,0,Cloudy
4000,2025-06-16 15:00:00,Bangalore,Urban,Main Road,1261,51,Low,0,Clear
4001,2025-06-16 16:00:00,Delhi,Suburban,Street,1726,50,High,0,Cloudy
4002,2025-06-16 17:00:00,Hyderabad,Urban,Ring Road,180,79,High,0,Fog
4003,2025-06-16 18:00:00,Bangalore,Highway,Main Road,1525,42,Medium,0,Cloudy
